[19Mar2024 15:47:45.037] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, Gottfrid_N, --version, 1.20.1, --gameDir, C:/Users/Gottfrid/AppData/Roaming/PrismLauncher/instances/1.20.1/.minecraft, --assetsDir, C:/Users/Gottfrid/AppData/Roaming/PrismLauncher/assets, --assetIndex, 5, --uuid, bb2d0351fd0f43fba84ac291b43e6b9e, --accessToken, ????????, --userType, msa, --versionType, release, --launchTarget, forgeclient, --fml.forgeVersion, 47.1.101, --fml.fmlVersion, 47.2.2, --fml.mcVersion, 1.20.1, --fml.mcpVersion, 20230612.114412, --width, 854, --height, 480]
[19Mar2024 15:47:45.045] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8.1 by Eclipse Adoptium; OS Windows 10 arch amd64 version 10.0
[19Mar2024 15:47:47.052] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: Loading ImmediateWindowProvider fmlearlywindow
[19Mar2024 15:47:47.176] [main/INFO] [EARLYDISPLAY/]: Trying GL version 4.6
[19Mar2024 15:47:47.700] [main/INFO] [EARLYDISPLAY/]: Requested GL version 4.6 got version 4.6
[19Mar2024 15:47:47.741] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirector CoreMod initialized successfully!
[19Mar2024 15:47:47.822] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/Gottfrid/AppData/Roaming/PrismLauncher/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23152!/ Service=ModLauncher Env=CLIENT
[19Mar2024 15:47:47.961] [pool-2-thread-1/INFO] [EARLYDISPLAY/]: GL info: NVIDIA GeForce GTX 1060 3GB/PCIe/SSE2 GL version 4.6.0 NVIDIA 546.65, NVIDIA Corporation
[19Mar2024 15:48:24.105] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id ftbquests:force_save
[19Mar2024 15:48:24.105] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:update_team_data
[19Mar2024 15:48:24.106] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id ftbquests:set_custom_image
[19Mar2024 15:48:24.107] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:object_started
[19Mar2024 15:48:24.111] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:object_completed
[19Mar2024 15:48:24.112] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:object_started_reset
[19Mar2024 15:48:24.113] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:object_completed_reset
[19Mar2024 15:48:24.113] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:sync_lock
[19Mar2024 15:48:24.114] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:reset_reward
[19Mar2024 15:48:24.115] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:team_data_changed
[19Mar2024 15:48:24.117] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:task_screen_config_req
[19Mar2024 15:48:24.124] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id ftbquests:task_screen_config_resp
[19Mar2024 15:48:24.125] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id ftbquests:change_progress
[19Mar2024 15:48:24.127] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id ftbquests:create_object
[19Mar2024 15:48:24.129] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:create_object_response
[19Mar2024 15:48:24.130] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id ftbquests:create_task_at
[19Mar2024 15:48:24.130] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id ftbquests:delete_object
[19Mar2024 15:48:24.131] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:delete_object_response
[19Mar2024 15:48:24.134] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id ftbquests:edit_object
[19Mar2024 15:48:24.134] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:edit_object_response
[19Mar2024 15:48:24.135] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id ftbquests:move_chapter
[19Mar2024 15:48:24.136] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:move_chapter_response
[19Mar2024 15:48:24.138] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id ftbquests:move_quest
[19Mar2024 15:48:24.138] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:move_quest_response
[19Mar2024 15:48:24.168] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id ftbquests:change_chapter_group
[19Mar2024 15:48:24.169] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:change_chapter_group_response
[19Mar2024 15:48:24.178] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id ftbquests:move_chapter_group
[19Mar2024 15:48:24.183] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:move_chapter_group_response
[19Mar2024 15:48:24.188] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:sync_reward_blocking
[19Mar2024 15:48:24.190] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id ftbquests:copy_quest
[19Mar2024 15:48:24.195] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id ftbquests:copy_chapter_image
[19Mar2024 15:48:24.196] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id ftbquests:sync_structures_request
[19Mar2024 15:48:24.197] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:sync_structures_response
[19Mar2024 15:48:24.199] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id ftbquests:request_team_data
[19Mar2024 15:48:24.200] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:sync_editor_permission
[19Mar2024 15:48:24.201] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:open_quest_book
[19Mar2024 15:48:24.201] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id ftbquests:clear_display_cache
[19Mar2024 15:48:24.322] [modloading-worker-0/INFO] [libx/]: Config 'skyblockbuilder:templates' does not exist. Creating default.
[19Mar2024 15:48:24.335] [modloading-worker-0/INFO] [libx/]: Config 'skyblockbuilder:structures' does not exist. Creating default.
[19Mar2024 15:48:24.341] [modloading-worker-0/INFO] [libx/]: Config 'skyblockbuilder:dimensions' does not exist. Creating default.
[19Mar2024 15:48:24.359] [modloading-worker-0/INFO] [thedarkcolour.kotlinforforge.test.KotlinForForge/]: Kotlin For Forge Enabled!
[19Mar2024 15:48:24.378] [modloading-worker-0/INFO] [libx/]: Config 'skyblockbuilder:permissions' does not exist. Creating default.
[19Mar2024 15:48:24.408] [modloading-worker-0/INFO] [libx/]: Config 'skyblockbuilder:spawn' does not exist. Creating default.
[19Mar2024 15:48:24.410] [modloading-worker-0/INFO] [libx/]: Config 'skyblockbuilder:world' does not exist. Creating default.
[19Mar2024 15:48:24.414] [modloading-worker-0/INFO] [libx/]: Config 'skyblockbuilder:inventory' does not exist. Creating default.
[19Mar2024 15:48:24.447] [modloading-worker-0/INFO] [APTweaks/]: Thanks for using ? Adaptive Performance Tweaks (bundle), please report issues to: https://github.com/MarkusBordihn/BOs-Adaptive-Performance-Tweaks/issues
[19Mar2024 15:48:24.539] [modloading-worker-0/INFO] [Puzzles Lib/]: Constructing common components for puzzleslib:main
[19Mar2024 15:48:24.604] [modloading-worker-0/INFO] [MEGA Cells/]: Initialised items.
[19Mar2024 15:48:24.674] [modloading-worker-0/INFO] [MEGA Cells/]: Initialised blocks.
[19Mar2024 15:48:24.694] [modloading-worker-0/INFO] [MEGA Cells/]: Initialised block entities.
[19Mar2024 15:48:24.705] [modloading-worker-0/INFO] [MEGA Cells/]: Initialised Applied Botanics integration.
[19Mar2024 15:48:24.720] [modloading-worker-0/INFO] [net.tobsend.xtonesreworked.XtonesReworkedMod/]: SETUP Xtones Reworked
[19Mar2024 15:48:26.161] [Render thread/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:fluid: The object novamachina.exnihilosequentia.world.level.material.WitchWaterFluid$Source@2227c82d has been registered twice for the same name exnihilosequentia:witch_water.
[19Mar2024 15:48:26.161] [Render thread/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:fluid: The object novamachina.exnihilosequentia.world.level.material.WitchWaterFluid$Flowing@75be6796 has been registered twice for the same name exnihilosequentia:witch_water_flow.
[19Mar2024 15:48:26.161] [Render thread/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:fluid: The object novamachina.exnihilosequentia.world.level.material.SeaWaterFluid$Source@26db7540 has been registered twice for the same name exnihilosequentia:sea_water.
[19Mar2024 15:48:26.161] [Render thread/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:fluid: The object novamachina.exnihilosequentia.world.level.material.SeaWaterFluid$Flowing@7900d917 has been registered twice for the same name exnihilosequentia:sea_water_flow.
[19Mar2024 15:48:27.853] [Render thread/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:menu: The object net.minecraft.world.inventory.MenuType@54300fb5 has been registered twice for the same name ae2:portable_mana_cell.
[19Mar2024 15:48:28.612] [Render thread/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id ae2wtlib:cycle_terminal
[19Mar2024 15:48:31.328] [Render thread/INFO] [Embeddium/]: Block minecraft:fern had its color provider replaced and will not use per-vertex coloring
[19Mar2024 15:48:31.331] [Render thread/INFO] [Embeddium/]: Block minecraft:tall_grass had its color provider replaced and will not use per-vertex coloring
[19Mar2024 15:48:31.331] [Render thread/INFO] [Embeddium/]: Block minecraft:large_fern had its color provider replaced and will not use per-vertex coloring
[19Mar2024 15:48:31.331] [Render thread/INFO] [Embeddium/]: Block minecraft:grass had its color provider replaced and will not use per-vertex coloring
[19Mar2024 15:48:31.502] [Render thread/INFO] [Oculus/]: Hardware information:
[19Mar2024 15:48:31.503] [Render thread/INFO] [Oculus/]: CPU: 4x Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz
[19Mar2024 15:48:31.503] [Render thread/INFO] [Oculus/]: GPU: NVIDIA GeForce GTX 1060 3GB/PCIe/SSE2 (Supports OpenGL 4.6.0 NVIDIA 546.65)
[19Mar2024 15:48:31.503] [Render thread/INFO] [Oculus/]: OS: Windows 10 (10.0)
[19Mar2024 15:48:32.395] [Render thread/INFO] [ModernFix/]: Invalidating pack caches
[19Mar2024 15:48:32.396] [Render thread/INFO] [net.minecraft.server.packs.resources.ReloadableResourceManager/]: Reloading ResourceManager: vanilla, mod_resources, KubeJS Resource Pack [assets]
[19Mar2024 15:48:32.457] [Thread-0/INFO] [ModernFix/]: Please use /mfrc to reload any changed mod config files
[19Mar2024 15:48:32.698] [modloading-worker-0/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class PatchouliPlugin
[19Mar2024 15:48:32.698] [modloading-worker-0/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class CuriosPlugin
[19Mar2024 15:48:32.707] [modloading-worker-0/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class PatchouliPlugin
[19Mar2024 15:48:32.707] [modloading-worker-0/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class CuriosPlugin
[19Mar2024 15:48:32.710] [modloading-worker-0/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class PatchouliPlugin
[19Mar2024 15:48:32.710] [modloading-worker-0/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class CuriosPlugin
[19Mar2024 15:48:32.714] [modloading-worker-0/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class PatchouliPlugin
[19Mar2024 15:48:32.714] [modloading-worker-0/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class CuriosPlugin
[19Mar2024 15:48:32.717] [modloading-worker-0/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class PatchouliPlugin
[19Mar2024 15:48:32.717] [modloading-worker-0/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class CuriosPlugin
[19Mar2024 15:48:33.054] [Worker-ResourceReload-0/INFO] [com.recipeessentials.RecipeEssentials/]: recipeessentials mod initialized
[19Mar2024 15:48:33.144] [Worker-ResourceReload-0/INFO] [com.connectivity.Connectivity/]: Connectivity initialized
[19Mar2024 15:48:33.153] [Worker-ResourceReload-0/INFO] [moze_intel.projecte.PECore/]: Found and loaded EMC mapper: CraftingMapper, with priority 0
[19Mar2024 15:48:33.163] [Worker-ResourceReload-0/INFO] [moze_intel.projecte.PECore/]: Found and loaded EMC mapper: CustomConversionMapper, with priority 0
[19Mar2024 15:48:33.165] [Worker-ResourceReload-0/INFO] [moze_intel.projecte.PECore/]: Found and loaded EMC mapper: WeatheredCopperMapper, with priority 0
[19Mar2024 15:48:33.166] [Worker-ResourceReload-0/INFO] [moze_intel.projecte.PECore/]: Found and loaded EMC mapper: TippedArrowMapper, with priority 0
[19Mar2024 15:48:33.168] [Worker-ResourceReload-0/INFO] [moze_intel.projecte.PECore/]: Found and loaded EMC mapper: RawOresBlacklistMapper, with priority 0
[19Mar2024 15:48:33.169] [Worker-ResourceReload-0/INFO] [moze_intel.projecte.PECore/]: Found and loaded EMC mapper: OresBlacklistMapper, with priority 0
[19Mar2024 15:48:33.169] [Worker-ResourceReload-0/INFO] [moze_intel.projecte.PECore/]: Found and loaded EMC mapper: CustomEMCMapper, with priority 0
[19Mar2024 15:48:33.170] [Worker-ResourceReload-0/INFO] [moze_intel.projecte.PECore/]: Found and loaded EMC mapper: BrewingMapper, with priority 0
[19Mar2024 15:48:33.173] [Worker-ResourceReload-0/INFO] [moze_intel.projecte.PECore/]: Found and loaded EMC mapper: APICustomEMCMapper, with priority 0
[19Mar2024 15:48:33.181] [Worker-ResourceReload-0/INFO] [moze_intel.projecte.PECore/]: Found and loaded RecipeType Mapper: VanillaRecipeTypes, with priority 0
[19Mar2024 15:48:33.182] [Worker-ResourceReload-0/INFO] [moze_intel.projecte.PECore/]: Found and loaded RecipeType Mapper: Smithing, with priority 0
[19Mar2024 15:48:33.182] [Worker-ResourceReload-0/INFO] [moze_intel.projecte.PECore/]: Found and loaded RecipeType Mapper: FallbackRecipeType, with priority -2147483648
[19Mar2024 15:48:33.191] [Worker-ResourceReload-0/INFO] [moze_intel.projecte.PECore/]: Found and loaded NBT Processor: StoredEMCProcessor, with priority 0
[19Mar2024 15:48:33.193] [Worker-ResourceReload-0/INFO] [moze_intel.projecte.PECore/]: Found and loaded NBT Processor: EnchantmentProcessor, with priority 0
[19Mar2024 15:48:33.194] [Worker-ResourceReload-0/INFO] [moze_intel.projecte.PECore/]: Found and loaded NBT Processor: DecoratedPotProcessor, with priority 0
[19Mar2024 15:48:33.195] [Worker-ResourceReload-0/INFO] [moze_intel.projecte.PECore/]: Found and loaded NBT Processor: DamageProcessor, with priority 2147483647
[19Mar2024 15:48:33.195] [Worker-ResourceReload-0/INFO] [moze_intel.projecte.PECore/]: Found and loaded NBT Processor: ArmorTrimProcessor, with priority 0
[19Mar2024 15:48:33.206] [Worker-ResourceReload-0/INFO] [com.gpumemleakfix.Gpumemleakfix/]: gpumemleakfix mod initialized
[19Mar2024 15:48:33.206] [Worker-ResourceReload-0/INFO] [com.structureessentials.StructureEssentials/]: structureessentials mod initialized
[19Mar2024 15:48:33.328] [Worker-ResourceReload-0/INFO] [PluginManager/]: Executing phase COMMON_SETUP for plugin class PatchouliPlugin
[19Mar2024 15:48:33.328] [Worker-ResourceReload-0/INFO] [PluginManager/]: Executing phase COMMON_SETUP for plugin class CuriosPlugin
[19Mar2024 15:48:33.661] [Worker-ResourceReload-0/INFO] [mcjtylib/]: XNet Detected RFTools Control: enabling support
[19Mar2024 15:48:33.692] [Worker-ResourceReload-0/INFO] [mcjtylib/]: RFTools Storage Detected XNet: enabling support
[19Mar2024 15:48:33.919] [Finalizer/WARN] [ModernFix/]: One or more BufferBuilders have been leaked, ModernFix will attempt to correct this.
[19Mar2024 15:48:34.086] [Worker-ResourceReload-1/INFO] [com.farsight.FarsightMod/]: farsight_view mod initialized
[19Mar2024 15:48:34.179] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [saturn] Starting version check at https://github.com/AbdElAziz333/Saturn/raw/mc1.20.1/dev/updates.json
[19Mar2024 15:48:34.487] [Worker-ResourceReload-1/INFO] [Mystical Agriculture/]: Loaded 142 crops
[19Mar2024 15:48:34.487] [Worker-ResourceReload-1/INFO] [Mystical Agriculture/]: Loaded 7 crop tiers
[19Mar2024 15:48:34.488] [Worker-ResourceReload-1/INFO] [Mystical Agriculture/]: Loaded 2 crop types
[19Mar2024 15:48:34.488] [Worker-ResourceReload-1/INFO] [Mystical Agriculture/]: Loaded 55 augments
[19Mar2024 15:48:34.488] [Worker-ResourceReload-1/INFO] [Mystical Agriculture/]: Loaded 20 mob soul types
[19Mar2024 15:48:34.513] [Render thread/INFO] [KubeJS Client/]: Client resource reload complete!
[19Mar2024 15:48:34.600] [Worker-ResourceReload-2/INFO] [FTB Quests Optimizer/]: Enabling FTB Quests Optimizer
[19Mar2024 15:48:34.892] [Worker-ResourceReload-2/INFO] [com.chunksending.ChunkSending/]: chunksending mod initialized
[19Mar2024 15:48:34.957] [Worker-ResourceReload-2/INFO] [net.minecraft.client.gui.font.providers.UnihexProvider/]: Found unifont_all_no_pua-15.0.06.hex, loading
[19Mar2024 15:48:35.018] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [saturn] Found status: AHEAD Current: 0.1.3 Target: null
[19Mar2024 15:48:35.019] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [aether] Starting version check at https://github.com/The-Aether-Team/The-Aether/raw/1.20.1-develop/update.json
[19Mar2024 15:48:35.097] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [aether] Found status: UP_TO_DATE Current: 1.20.1-1.3.0-neoforge Target: null
[19Mar2024 15:48:35.097] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [projecte] Starting version check at https://raw.githubusercontent.com/sinkillerj/ProjectE/mc1.20.x/update.json
[19Mar2024 15:48:35.119] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [projecte] Found status: UP_TO_DATE Current: 1.0.1 Target: null
[19Mar2024 15:48:35.136] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [controlling] Starting version check at https://updates.blamejared.com/get?n=controlling&gv=1.20.1
[19Mar2024 15:48:35.667] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [controlling] Found status: BETA Current: 12.0.2 Target: 12.0.2
[19Mar2024 15:48:35.667] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [bookshelf] Starting version check at https://updates.blamejared.com/get?n=bookshelf&gv=1.20.1
[19Mar2024 15:48:35.728] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [bookshelf] Found status: BETA Current: 20.1.9 Target: 20.1.9
[19Mar2024 15:48:35.730] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [leavesbegone] Starting version check at https://raw.githubusercontent.com/Fuzss/modresources/main/update/leavesbegone.json
[19Mar2024 15:48:35.866] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [leavesbegone] Found status: UP_TO_DATE Current: 8.0.0 Target: null
[19Mar2024 15:48:35.866] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [projectexpansion] Starting version check at https://raw.githubusercontent.com/DonovanDMC/ProjectExpansion/1.20.1/updates.json
[19Mar2024 15:48:35.988] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [projectexpansion] Found status: UP_TO_DATE Current: 1.20.1-1.0.0 Target: null
[19Mar2024 15:48:35.989] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [searchables] Starting version check at https://updates.blamejared.com/get?n=searchables&gv=1.20.1
[19Mar2024 15:48:36.050] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [searchables] Found status: BETA Current: 1.0.2 Target: 1.0.2
[19Mar2024 15:48:36.051] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [cumulus_menus] Starting version check at https://github.com/The-Aether-Team/Cumulus/raw/1.20.1-develop/update.json
[19Mar2024 15:48:36.114] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [cumulus_menus] Found status: UP_TO_DATE Current: 1.20.1-1.0.0-neoforge Target: null
[19Mar2024 15:48:36.118] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [computercraft] Starting version check at https://api.modrinth.com/updates/cc-tweaked/forge_updates.json
[19Mar2024 15:48:36.350] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [computercraft] Found status: UP_TO_DATE Current: 1.109.6 Target: null
[19Mar2024 15:48:36.350] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [fastload] Starting version check at https://github.com/BumbleSoftware/Fastload/raw/Forge-1.20.1/updates.json
[19Mar2024 15:48:36.413] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [fastload] Found status: UP_TO_DATE Current: 3.4.0 Target: null
[19Mar2024 15:48:36.419] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [harvestwithease] Starting version check at https://api.modrinth.com/updates/harvest-with-ease/forge_updates.json
[19Mar2024 15:48:36.688] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [harvestwithease] Found status: UP_TO_DATE Current: 8.0.1.0 Target: null
[19Mar2024 15:48:36.688] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [clumps] Starting version check at https://updates.blamejared.com/get?n=clumps&gv=1.20.1
[19Mar2024 15:48:36.742] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [clumps] Found status: BETA Current: 12.0.0.3 Target: 12.0.0.3
[19Mar2024 15:48:36.742] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [libx] Starting version check at https://assets.melanx.de/updates/libx.json
[19Mar2024 15:48:37.070] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [libx] Found status: AHEAD Current: 1.20.1-5.0.13 Target: null
[19Mar2024 15:48:37.070] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [novacore] Starting version check at https://api.modrinth.com/updates/engHtMVe/forge_updates.json
[19Mar2024 15:48:37.228] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [novacore] Found status: BETA Current: 1.0.0 Target: null
[19Mar2024 15:48:37.228] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [zerocore] Starting version check at https://raw.githubusercontent.com/ZeroNoRyouki/ModUpdates/master/ZeroCore2.json
[19Mar2024 15:48:37.272] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [zerocore] Found status: OUTDATED Current: 1.20.1-2.1.39 Target: 1.20.1-2.1.41
[19Mar2024 15:48:37.276] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [bigreactors] Starting version check at https://raw.githubusercontent.com/ZeroNoRyouki/ModUpdates/master/ExtremeReactors2.json
[19Mar2024 15:48:37.296] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [bigreactors] Found status: OUTDATED Current: 1.20.1-2.0.75 Target: 1.20.1-2.0.77
[19Mar2024 15:48:37.297] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [cofh_core] Starting version check at https://raw.github.com/cofh/version/main/cofh_core/update.json
[19Mar2024 15:48:37.484] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [cofh_core] Found status: UP_TO_DATE Current: 11.0.0 Target: null
[19Mar2024 15:48:37.487] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [thermal] Starting version check at https://raw.github.com/cofh/version/main/thermal/update.json
[19Mar2024 15:48:37.627] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [thermal] Found status: AHEAD Current: 11.0.2 Target: null
[19Mar2024 15:48:37.628] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [thermal_integration] Starting version check at https://raw.github.com/cofh/version/main/thermal/update_integration.json
[19Mar2024 15:48:37.752] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [thermal_integration] Found status: UP_TO_DATE Current: 11.0.0 Target: null
[19Mar2024 15:48:37.753] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [redstone_arsenal] Starting version check at https://raw.github.com/cofh/version/main/redstone_arsenal/update.json
[19Mar2024 15:48:37.944] [Worker-ResourceReload-1/INFO] [Mystical Agriculture/]: Loaded 4 essence vessel colors in 63 ms
[19Mar2024 15:48:38.029] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [redstone_arsenal] Found status: UP_TO_DATE Current: 8.0.0 Target: null
[19Mar2024 15:48:38.029] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [thermal_innovation] Starting version check at https://raw.github.com/cofh/version/main/thermal/update_innovation.json
[19Mar2024 15:48:38.527] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [thermal_innovation] Found status: UP_TO_DATE Current: 11.0.0 Target: null
[19Mar2024 15:48:38.531] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [thermal_foundation] Starting version check at https://raw.github.com/cofh/version/main/thermal/update_foundation.json
[19Mar2024 15:48:38.686] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [thermal_foundation] Found status: AHEAD Current: 11.0.2 Target: null
